site_id,BASIN,LOCATION,RIVERMILE,sample_date,sys_sample_code,sample_source,sample_matrix_code,dec_sample_type_cde,lab_sample_type_cde,sample_type_code_combined,chemical_name,fraction,result_value,result_unit,lab_qualifiers,interpreted_qualifiers,validator_qualifiers,validator_qualifiers_equis,method_detection_limit,reporting_detection_limit,quantitation_limit,detection_limit_unit,adj_result_value,SITE_WATER_QLTY_STANDARD,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L2CODE,NA_L2NAME
01-BSIS-2.0,01,BSIS,2.0,2001-07-24 11:00:00,01041202B-07242001-WS,,WS,,,N,chloride (as cl),T,131,mg/l,,,0,,,,,,131,C(T),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-2.0,01,BSIS,2.0,2001-10-02 11:00:00,01041202B-10022001-WS,,WS,,,N,chloride (as cl),T,97.8,mg/l,,,0,,,,,,97.8,C(T),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-2.0,01,BSIS,2.0,2001-05-10 11:00:00,01041202B-05102001-WS,,WS,,,N,chloride (as cl),T,70.5,mg/l,,,0,,,,,,70.5,C(T),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-2.0,01,BSIS,2.0,2001-09-19 11:00:00,01041202B-09192001-WS,,WS,,,N,chloride (as cl),T,92.8,mg/l,,,0,,,,,,92.8,C(T),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-2.0,01,BSIS,2.0,2001-07-02 12:00:00,01041202B-07022001-WS,,WS,,,N,chloride (as cl),T,93.1,mg/l,,,0,,,,,,93.1,C(T),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-07-20 11:15:00,01041208_07202011_WS,,WS,,,N,chloride (as cl),T,48,mg/l,,,0,,,,,,48,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-05-24 11:35:00,01041208_05242011_WS,,WS,,,N,chloride (as cl),T,12.8,mg/l,,,0,,,,,,12.8,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-06-28 12:00:00,01041208_06282011_WS,,WS,,,N,chloride (as cl),T,34.4,mg/l,,,0,,,,,,34.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-08-17 11:40:00,01041208_08172011_WS,,WS,,,N,chloride (as cl),T,37.7,mg/l,,,0,,,,,,37.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-11-01 12:05:00,01041208_11012011_WS,,WS,,,N,chloride (as cl),T,33.7,mg/l,,,0,,,,,,33.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-10-12 12:00:00,01041208_10122011_WS,,WS,,,N,chloride (as cl),T,41.1,mg/l,,,0,,,,,,41.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-06-14 12:05:00,01041208_06142011_WS,,WS,,,N,chloride (as cl),T,41.4,mg/l,,,0,,,,,,41.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-04-12 12:30:00,01041208_04122011_WS,,WS,,,N,chloride (as cl),T,43.3,mg/l,,,0,,,,,,43.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-09-12 12:10:00,01041208_09122011_WS,,WS,,,N,chloride (as cl),T,18.3,mg/l,,,0,,,,,,18.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BSIS-8.6,01,BSIS,8.6,2011-05-03 12:00:00,01041208_05032011_WS,,WS,,,N,chloride (as cl),T,21.7,mg/l,,,0,,,,,,21.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2001-09-04 09:00:00,01032311-09042001-WS,,WS,,,N,chloride (as cl),T,30.2,mg/l,,,0,,,,,,30.2,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-11-06 08:35:00,01032311-11062006-WS,,WS,,,N,chloride (as cl),T,33,mg/l,,,0,,,,,,33,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-09-06 10:20:00,01032311-09062006-WS,,WS,,,N,chloride (as cl),T,32,mg/l,,,0,,,,,,32,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-10-18 08:20:00,01032311-10182006-WS,,WS,,,N,chloride (as cl),T,25.4,mg/l,,,0,,,,,,25.4,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2001-07-31 10:00:00,01032311-07312001-WS,,WS,,,N,chloride (as cl),T,48.1,mg/l,,,0,,,,,,48.1,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-05-22 08:30:00,01032311-05222006-WS,,WS,,,N,chloride (as cl),T,60.9,mg/l,,,0,,,,,,60.9,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-07-13 08:10:00,01032311-07132006-WS,,WS,,,N,chloride (as cl),T,19.4,mg/l,,,0,,,,,,19.4,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-09-25 08:20:00,01032311-09252006-WS,,WS,,,N,chloride (as cl),T,29.3,mg/l,,,0,,,,,,29.3,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-06-13 09:00:00,01032311-06132006-WS,,WS,,,N,chloride (as cl),T,54,mg/l,,,0,,,,,,54,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-04-04 08:30:00,01032311-04042006-WS,,WS,,,N,chloride (as cl),T,34.2,mg/l,,,0,,,,,,34.2,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2001-05-17 09:00:00,01032311-05172001-WS,,WS,,,N,chloride (as cl),T,43,mg/l,,,0,,,,,,43,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2001-10-31 09:00:00,01032311-10312001-WS,,WS,,,N,chloride (as cl),T,55.5,mg/l,,,0,,,,,,55.5,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-05-02 08:30:00,01032311-05022006-WS,,WS,,,N,chloride (as cl),T,47.6,mg/l,,,0,,,,,,47.6,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-2.2,01,BUFC,2.2,2006-08-16 08:20:00,01032311-08162006-WS,,WS,,,N,chloride (as cl),T,45.5,mg/l,,,0,,,,,,45.5,B,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFC-37.8,01,BUFC,37.8,2016-10-25 09:00:00,01032337_10252016_WS,field,WS,,,N,chloride (as cl),T,22,mg/l,,,0,,1,,2,mg/l,22,A,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
01-BUFC-37.8,01,BUFC,37.8,2016-05-10 13:00:00,01032337_05102016_WS,field,WS,,,N,chloride (as cl),T,21.1,mg/l,,,0,,1,,2,mg/l,21.1,A,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
01-BUFC-37.8,01,BUFC,37.8,2016-06-15 13:00:00,01032337_06152016_WS,field,WS,,,N,chloride (as cl),T,22.9,mg/l,,,0,,1,,2,mg/l,22.9,A,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
01-BUFC-37.8,01,BUFC,37.8,2016-08-03 12:00:00,01032337_08032016_WS,field,WS,,,N,chloride (as cl),T,21,mg/l,,,0,,1,,2,mg/l,21,A,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
01-BUFC-37.8,01,BUFC,37.8,2016-09-20 12:00:00,01032337_09202016_WS,field,WS,,,N,chloride (as cl),T,19.4,mg/l,,,0,,1,,2,mg/l,19.4,A,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2008-04-22 13:00:00,01031002-04222008-WS,,WS,,,N,chloride (as cl),T,63.3,mg/l,,,0,,,,,,63.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2011-09-15 13:30:00,01031002_09152011_WS,,WS,,,N,chloride (as cl),T,56.6,mg/l,,,0,,,,,,56.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2013-07-02 13:15:00,01031002_07022013_WS,,WS,,,N,chloride (as cl),T,57.8,mg/l,,,0,,0.5,,2,mg/l,57.8,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2003-10-29 10:00:00,01031002-10292003-WS,,WS,,,N,chloride (as cl),T,35.1,mg/l,,,0,,,,,,35.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2004-08-16 10:00:00,01031002-08162004-WS,,WS,,,N,chloride (as cl),T,56.4,mg/l,,,0,,,,,,56.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2006-08-16 10:40:00,01031002-08162006-WS,,WS,,,N,chloride (as cl),T,31.4,mg/l,,,0,,,,,,31.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2008-07-15 12:50:00,01031002-07152008-WS,,WS,,,N,chloride (as cl),T,69.9,mg/l,,,0,,,,,,69.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2013-05-08 13:15:00,01031002_05082013_WS,,WS,,,N,chloride (as cl),T,44,mg/l,,,0,,0.5,,2,mg/l,44,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2015-04-28 13:00:00,01031002_04282015_WS,field,WS,,,N,chloride (as cl),T,65.3,mg/l,,,0,,0.3,,2,mg/l,65.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2018-06-12 16:00:00,01-BUFF-1.7-06122018-WS,field,WS,N,N,,chloride (as cl),TOTAL,44.2,mg/l,0,,A,,0.2,,2,mg/l,44.2,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2005-10-26 10:00:00,01031002-10262005-WS,,WS,,,N,chloride (as cl),T,21,mg/l,,,0,,,,,,21,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2006-09-25 10:55:00,01031002-09252006-WS,,WS,,,N,chloride (as cl),T,47,mg/l,,,0,,,,,,47,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2004-10-05 10:00:00,01031002-10052004-WS,,WS,,,N,chloride (as cl),T,48.4,mg/l,,,0,,,,,,48.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2006-10-18 11:15:00,01031002-10182006-WS,,WS,,,N,chloride (as cl),T,40.9,mg/l,,,0,,,,,,40.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2015-08-11 12:00:00,01031002_081102015_WS,field,WS,,,N,chloride (as cl),T,69.9,mg/l,,,0,,1,,2,mg/l,69.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2016-10-24 13:00:00,01031002_10242016_WS,field,WS,,,N,chloride (as cl),T,38.7,mg/l,,,0,,1,,2,mg/l,38.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2009-09-22 07:45:00,01031002-09222009-WS,,WS,,,N,chloride (as cl),T,48.6,mg/l,,,0,,,,,,48.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2009-11-03 07:50:00,01031002-11032009-WS,,WS,,,N,chloride (as cl),T,25,mg/l,,,0,,,,,,25,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2011-05-04 13:00:00,01031002_05042011_WS,,WS,,,N,chloride (as cl),T,20.9,mg/l,,,0,,,,,,20.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2008-05-14 13:20:00,01031002-05142008-WS,,WS,,,N,chloride (as cl),T,63.1,mg/l,,,0,,,,,,63.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2008-06-24 13:00:00,01031002-06242008-WS,,WS,,,N,chloride (as cl),T,47,mg/l,,,0,,,,,,47,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2010-10-19 08:00:00,01031002_10192010_WS,,WS,,,N,chloride (as cl),T,51.2,mg/l,,,0,,,,,,51.2,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2015-06-23 13:00:00,01031002_06232015_WS,field,WS,,,N,chloride (as cl),T,43.4,mg/l,,,0,,0.3,,2,mg/l,43.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2011-10-13 13:20:00,01031002_10132011_WS,,WS,,,N,chloride (as cl),T,56.8,mg/l,,,0,,,,,,56.8,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2008-10-21 12:45:00,01031002-10212008-WS,,WS,,,N,chloride (as cl),T,32.5,mg/l,,,0,,,,,,32.5,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2002-06-27 08:00:00,01031002-06272002-WS,,WS,,,N,chloride (as cl),T,36.6,mg/l,,,0,,,,,,36.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2012-04-17 10:45:00,01031002_04172012_WS,,WS,,,N,chloride (as cl),T,59.2,mg/l,,,0,,0.7,,2,mg/l,59.2,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2004-10-26 10:00:00,01031002-10262004-WS,,WS,,,N,chloride (as cl),T,34.2,mg/l,,,0,,,,,,34.2,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2001-07-31 07:00:00,01031002-07312001-WS,,WS,,,N,chloride (as cl),T,59.6,mg/l,,,0,,,,,,59.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2014-06-24 13:30:00,01031002_06242014_WS,,WS,,,N,chloride (as cl),T,42.3,mg/l,,,0,,0.3,,2,mg/l,42.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2001-08-14 07:00:00,01031002-08142001-WS,,WS,,,N,chloride (as cl),T,54.6,mg/l,,,0,,,,,,54.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2004-06-21 10:00:00,01031002-06212004-WS,,WS,,,N,chloride (as cl),T,60.9,mg/l,,,0,,,,,,60.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2017-08-14 12:00:00,01BUFF-1.7_08142017_WS,field,WS,N,N,,chloride (as cl),T,50,mg/l,,,0,,0.2,,2,mg/l,50,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2016-06-15 13:00:00,01031002_06152016_WS,field,WS,,,N,chloride (as cl),T,54.1,mg/l,,,0,,1,,2,mg/l,54.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2011-07-21 12:05:00,01031002_07212011_WS,,WS,,,N,chloride (as cl),T,45.8,mg/l,,,0,,,,,,45.8,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2006-05-02 11:20:00,01031002-05022006-WS,,WS,,,N,chloride (as cl),T,61.6,mg/l,,,0,,,,,,61.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2001-09-04 13:00:00,01031002-09042001-WS,,WS,,,N,chloride (as cl),T,73,mg/l,,,0,,,,,,73,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2005-09-13 11:00:00,01031002-09132005-WS,,WS,,,N,chloride (as cl),T,32.1,mg/l,,,0,,,,,,32.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2013-09-17 13:30:00,01031002_09172013_WS,,WS,,,N,chloride (as cl),T,67,mg/l,,,0,,0.3,,2,mg/l,67,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2019-10-21 16:00:00,01-BUFF-1.7-10212019-WS,field,WS,N,N,,chloride (as cl),TOTAL,38.1,mg/l,0,,A,,0.5,,2,mg/l,38.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2005-07-28 10:00:00,01031002-07282005-WS,,WS,,,N,chloride (as cl),T,61,mg/l,,,0,,,,,,61,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2009-06-23 07:40:00,01031002-06232009-WS,,WS,,,N,chloride (as cl),T,51,mg/l,,,0,,,,,,51,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2012-10-15 10:40:00,01031002_10152012_WS,,WS,,,N,chloride (as cl),T,66.4,mg/l,,,0,,0.5,,2,mg/l,66.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2009-08-11 08:00:00,01031002-08112009-WS,,WS,,,N,chloride (as cl),T,14,mg/l,,,0,,,,,,14,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2019-04-17 16:00:00,01-BUFF-1.7-04172019-WS,field,WS,N,N,,chloride (as cl),TOTAL,52.2,mg/l,0,,A,,0.5,,2,mg/l,52.2,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2001-10-31 10:00:00,01031002-10312001-WS,,WS,,,N,chloride (as cl),T,58.6,mg/l,,,0,,,,,,58.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2007-10-30 08:15:00,01031002-10302007-WS,,WS,,,N,chloride (as cl),T,78.8,mg/l,,,0,,,,,,78.8,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2002-10-31 10:00:00,01031002-10312002-WS,,WS,,,N,chloride (as cl),T,44,mg/l,,,0,,,,,,44,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2003-08-19 10:00:00,01031002-08192003-WS,,WS,,,N,chloride (as cl),T,41.9,mg/l,,,0,,,,,,41.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2010-09-27 08:10:00,01031002_09272010_WS,,WS,,,N,chloride (as cl),T,68.7,mg/l,,,0,,,,,,68.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2008-09-03 13:00:00,01031002-0932008-WS,,WS,,,N,chloride (as cl),T,54.3,mg/l,,,0,,,,,,54.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2015-10-06 13:00:00,01031002_10062015_WS,field,WS,,,N,chloride (as cl),T,24.2,mg/l,,,0,,1,,2,mg/l,24.2,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2019-08-15 16:00:00,01-BUFF-1.7-08152019-WS,field,WS,N,N,,chloride (as cl),TOTAL,55.6,mg/l,0,,A,,0.5,,2,mg/l,55.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2007-09-19 12:00:00,01031002-09192007-WS,,WS,,,N,chloride (as cl),T,70.6,mg/l,,,0,,,,,,70.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2018-10-15 16:00:00,01-BUFF-1.7-10152018-WS,field,WS,N,N,,chloride (as cl),TOTAL,30.7,mg/l,0,,A,,0.2,,2,mg/l,30.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2012-05-23 10:50:00,01031002_05232012_WS,,WS,,,N,chloride (as cl),T,42.9,mg/l,,,0,,0.7,,2,mg/l,42.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2002-08-06 10:00:00,01031002-08062002-WS,,WS,,,N,chloride (as cl),T,55.6,mg/l,,,0,,,,,,55.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
01-BUFF-1.7,01,BUFF,1.7,2014-10-07 13:45:00,01031002_10072014_WS,,WS,,,N,chloride (as cl),T,68.4,mg/l,,,0,,0.3,,2,mg/l,68.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
