"LAKE_HISTORY_ID","LAKE_WATERBODY_NAME","LOCATION_HISTORY_ID","LOCATION_NAME","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","SAMPLE_DATE","INFORMATION_TYPE","RSLT_PROFILE_DEPTH","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"IRON",30,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"PHOSPHORUS, TOTAL",0.0156,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"CHLOROPHYLL A",11.3,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"CHLORIDE",351,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"MAGNESIUM",20400,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",147,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"SULFATE (AS SO4)",131,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"CALCIUM",105000,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"NITROGEN, AMMONIA (AS N)",0.011,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"CARBON, DISSOLVED ORGANIC (DOC)",4.6,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-07-28,"Integrated Surfaces Sample",NA,"PH FOR COLOR ANALYSIS",8.35,"pH units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"CARBON, TOTAL ORGANIC",3.6,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"TRUE COLOR",10,"color units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"SULFATE (AS SO4)",152,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"NITROGEN, NITRATE (AS N)",1.58,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"HARDNESS (AS CACO3)",412,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"NITROGEN, NITRITE",0.026,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",209,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"PH FOR COLOR ANALYSIS",7.74,"pH units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"CARBON, DISSOLVED ORGANIC (DOC)",3.4,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"CALCIUM",127000,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"PHOSPHORUS, DISSOLVED",0.0051,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"NITROGEN, NITRATE-NITRITE",1.61,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"NITROGEN, KJELDAHL, TOTAL",2.67,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"PHOSPHORUS, TOTAL",0.0129,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"MAGNESIUM",23000,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Bottom Sample",NA,"IRON",67.1,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"HARDNESS (AS CACO3)",293,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"TRUE COLOR",18,"color units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"NITROGEN, KJELDAHL, TOTAL",1.4,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"PHOSPHORUS, TOTAL",0.0216,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"CHLOROPHYLL A",6.57,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"NITROGEN, NITRATE-NITRITE",1.59,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"NITROGEN, NITRATE (AS N)",1.55,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"PH FOR COLOR ANALYSIS",8.26,"pH units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"SULFATE (AS SO4)",106,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"CARBON, TOTAL ORGANIC",4.9,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"NITROGEN, AMMONIA (AS N)",0.034,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"CARBON, DISSOLVED ORGANIC (DOC)",4.8,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"MANGANESE",14,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"PHOSPHORUS, DISSOLVED",0.0018,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"CALCIUM",89100,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"IRON",105,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",147,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"NITROGEN, NITRITE",0.035,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-08-25,"Integrated Surfaces Sample",NA,"MAGNESIUM",17300,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"PH FOR COLOR ANALYSIS",8.55,"pH units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"NITROGEN, NITRITE",0.0035,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"CARBON, TOTAL ORGANIC",3.6,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"PHOSPHORUS, DISSOLVED",0.005,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",216,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"PHOSPHORUS, TOTAL",0.014,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"CALCIUM",132000,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"HARDNESS (AS CACO3)",426,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"NITROGEN, KJELDAHL, TOTAL",1.08,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"CARBON, DISSOLVED ORGANIC (DOC)",3.3,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Bottom Sample",NA,"MAGNESIUM",23500,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"MAGNESIUM",20500,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"NITROGEN, NITRATE (AS N)",1.79,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"NITROGEN, KJELDAHL, TOTAL",0.55,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"NITROGEN, NITRATE-NITRITE",1.84,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"HARDNESS (AS CACO3)",363,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"IRON",28.1,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"CHLORIDE",392,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",175,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"TRUE COLOR",10,"color units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"SULFATE (AS SO4)",134,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"NITROGEN, NITRITE",0.046,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"ARSENIC",0.67,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"CHLOROPHYLL A",16.6,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"MANGANESE",14.6,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"CARBON, DISSOLVED ORGANIC (DOC)",3.9,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"CALCIUM",112000,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"PHOSPHORUS, TOTAL",0.0121,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_NDH","North Deep Hole",-76.22602187,43.10056507,2021-09-29,"Integrated Surfaces Sample",NA,"PH FOR COLOR ANALYSIS",8.65,"pH units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"SULFATE (AS SO4)",156,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"HARDNESS (AS CACO3)",434,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"IRON",26.2,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"TRUE COLOR",17,"color units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"PH FOR COLOR ANALYSIS",7.6,"pH units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"CHLORIDE",469,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"CARBON, TOTAL ORGANIC",3.4,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"CARBON, DISSOLVED ORGANIC (DOC)",3.2,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"NITROGEN, NITRITE",0.011,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"NITROGEN, KJELDAHL, TOTAL",0.77,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"PHOSPHORUS, TOTAL",0.0089,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"MAGNESIUM",24100,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"NITROGEN, AMMONIA (AS N)",0.164,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"PHOSPHORUS, DISSOLVED",0.0053,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"ARSENIC",0.47,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",197,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Bottom Sample",NA,"CALCIUM",134000,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"TRUE COLOR",23,"color units"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"ARSENIC",0.78,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"CHLOROPHYLL A",11.6,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"NITROGEN, KJELDAHL, TOTAL",0.84,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"CALCIUM",110000,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"ALKALINITY, TOTAL (AS CACO3)",156,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"HARDNESS (AS CACO3)",361,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"MAGNESIUM",21100,"ug/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"PHOSPHORUS, DISSOLVED",0.0018,"mg/L"
"0702ONO0154","ONONDAGA LAKE","0702ONO0154_SDH","ONONDAGA LAKE SOUTH DEEP HOLE",-76.19756,43.07744,2021-07-28,"Integrated Surfaces Sample",NA,"NITROGEN, NITRITE",0.045,"mg/L"
